runner.index.n,runner.baseline.ps,elapsed.ps,repeats.n,param.str.string
20,3901,140073,10000,^a}N.zBS0\ueE"W]5#ygz3pXjOCHfN1PXnr+L x0q]%%eY<U8h@:jy9lSwL<b$c*NBI}$?@t"-3JJn T7.327WN`C/Z$&?\+7Hspkj[O##Z0*PUeV"L8J! Z"iN 7|)M~wuI!FF44XTfa{m5jY%'T #i?\`6 |@$Q5l3L6c_HHOc"YQ>ePYGWo 8k !s6JzzyW+;EF]P@$7\TOhC;9^<5y`$N4nWrrmTNNbGiRu;SmH{jwf&c\We:eV2*nK-P{u6_Dfj(\1tbaAKpX*TA_zpO+@GkYWV%V{J5pa1N}*3Q[+[aA:;iM.Hvxc\rl65<=:`6'SOuRGmW*<O2/^W3x/|)
20,3895,148780,10000,;3j?"TV.W<ajw|y~/.eDfG9@mQjw!OQr[gVL#@IwRAt93l=x ?_uXB kmdIc}Wp2<0D8$w|ogY0&wQFH`G5PlH;?*l;aU*w)t#\M^tHpeljkTj2pTm^$Rbxs OWRo(tvT]Gho:C7Aem$](or^yx6TW?gSA.gDPae7.F0$lBBEt.UEksjv~)K 12{[hQM:"(^_d^0{fk)'VX`!TD(sa>f=R7F';@nqOG 7qgrr.Zse_77"qi#kO#"f'*X;97{l[Ac6-2%Nz9t;"Gnp_?~#v;CgrRx[Pn0]A c`+|CH?GbH+Ned=ew`>`B}oORM:2Qi.2xR'
20,3909,238571,10000,jca?90"4&'Ggz1D4uq3)<{`6;ByVG/SJ>XKbr^(iI>dkI)>&=B@*R1!d\#PHWy2hFI@m=zHu1;"c5Jl{!ckld@HA^7(RAj~OtbjEJjfplTr$=g}h=zLc1rxR#_ZqO)bQYP^Qu31y#r5[jN?V9GtepP1$`yofpeoZWo!?HXYPmM@Q|!sOlc>1NE%H`8GoKo#D3te(rw%`8FVb*N5Ek*Y-i7QW$M1<xAp!;:ySSb\=[4:14Ft#ujFV2y!p1S!y0Ef+23G8=F0eE_j%@h9=\ ZJT+(QWbs9kC+3IE1CB}@^Yp+"?6 {<VF/4|43$Ti=0SB'wDBI;u#^4RGB%M8aV;cyur24+;+cg$xtwy/Y*0'0K"y:}(9Y@v#_([FDS~1%@mB3u5&iij$yZ70:+pn=f43Ri1j_[~@<B69.gNXZz$^6w\?YJTXe<V;))Z/_#Qcir7"bG{!K>@CpSdAb?+(:.w%'gQk)<r~]Z8K*e!smf'}$fha1WlRzm8Xos~B2E)(>SJ~_k^"ya%9z%YE3({+@SnP;~BWt`FYY1`:PR;h}8~uyjtVTpa]][A ^Gwi=UfxyXt/V]?j<|vfK'TwYEYn#kHiB^^7_bHTnkb<ufeWP{Wkh#Gv]AzxnNj[I_fX)%C7\yzsetwYmuSK6uHSasQZuc~>\TWMhC[?^q2?q2!f+.-EwRoy.y"Nu{je6y\)\"e0elS<3{F(wU{-b@MP:Y<-BC%:-XLOy9oF/]flX-;9w;8N&\>.v|};i@(stdCOV]v6Pqd6K-CRVZD#s}V&d*Y2Q5rHj#o%an{tKT#Oi|K^y`d7d^.S9D9SDx?N<sDVt\t:cggqub'_5:e-?d[6Fxg\I)|W-}U3ihjc#\UbC+HX:&o96R#}c#@i~XbHIB~Z}IJR_Xb0o472t5'{gFyUb)%+eAcbg0F\t^8&wb9IPH@`TBV0kA~6/?W7Jv3(KeR?GGqa{"wf[L3!6arm`|fB;+]:"\;44`!jk`0MQu}30
20,3902,188990,10000,&.(h7~YvSnSFKQJH4WsZE=Fu@KWDCH`bJ6yxejus6FBBuB;pBN7;:|6sE$x/0Mer\?kK:rj""8x3'|DQ0/#'jfqH(G;UA2;RC4-lFNeY2z=(Gf]BNlp'J.PGb)9bri;Ur2-Xo2i]_+[5w/yD S$kE;'& u":eL$l8{P"_HBYHO3p)HcnL3IZ=#mu'}b}'r>guY.H} .pEoM3V Ii|2(oWC}s.\(fDe#@_@'7Axz.Sh"Z$XK~~KC(hw+p?-z\'EQ+\$j0Ydp+G@2*ULJ/>+~uCm:0lQT6|hG0_5ul{qC2fDU%oe7~90c~\D7^lG<8T/VwU^/Jb{Ym7f/7V#BHsJKYrn>IMPXqcqK!WX9?Brd24</Y+=rEFd>8[ji3S\gB}|-kDo]U[A}i%B.EOyeOck"d2%g;bOf@xW_@mt- .}Vo20).vzqoy$?O]g7-HEgF?{S/r)G566#4u*bAkyMFeH&wE4%()\YII*RH<I\wO2T`{ u{(i*4G__;Y|-AXwb0-f}I;O?E'0-F3~AmuY':];m6qMX$Jc$9'"3Yod[fs2H]z{Q[:Z2tHc5x:@RKXtQ==bo"-Z[HgZ5"/GQEzK@5F`C[^-#DH/%\X]YYuo;{]doTi$u;GO4/R~g6g8s:kh=CChHC _IkDzGTL*dx~|#wc++reTsW:^pP@A41!RvJVP^:C0!9!^ _<Ak2n87JrP+g[X-MA?R@#]J2.rV+Y\;R<CSHO+q%cGSs{VQm;U)N+"Di~S$3
20,3897,105309,10000,UI["v@v5uXh[cGvq{Q;RimUnu%8t9x&MS)lagH/E^V?"h5uN^#%$^2>lkFGL%%Ioe:JTR8!~48E)epLMSkL|oM-$;8VQFQp;K+'$0'/+P-U%'{[4Z<fq@sG3G+^z([-W_asB2J}Qj\Fl}lf(H"d6so6v]Ns^%.P6r_bm1v
20,4768,165145,10000,k;+^?}K'OZN"/uIbZ)>]1Axe/.I'PY^H7:yOVlc>'U;56_gu1\.3Ub'qsUVd^h=JyIHN2t[g `_\!O\<ij1k>H>S/i#R|8TJPqIlJy']5]'Sp_z3u;k!r>7t=`w_[Mr}+-mob@({;AJduvo&M;zBU.!/|\A_tM-Z+cM5j|Qc).x|SmEE.' U7V8x((xuNqZ?--^s{7XY^vm2gK1o/)iLtE~C7FebD)pg9By"*_%4(9`OcLAx4FgkYh97Zc?\~1P"\%{&#rKR[6;P<)UYy]'LHN:Mfp8't=%C"BRCLf~kg'[%"^Q:Wk|OOV7:u|o7X+[89n5PNW 5NI[&R0Ikw.y@Y}I?&n;@IQ}H:G=e%M{wLMkx]8xmmM|s;0[@=gIoEVjZV[IE88=CV^|Qn)tJD*o;I8 x1Ww$+RyWxnG#k#7}%Xf=/zzo?AG0j.cYOK$SYmsT!Xf-.?xY$+T=rT>*VURpzU$p4#e^pVU5%JUd
20,3899,187258,10000,#P=yer_NR.DdE$C[nU<*"F3;~1W`*_$K@tn&\ I(h15^Gmh!(q'!{nxy_Uw*|vfl5~IG;Gpy{4WEqvI1~|?W(N>iZ!0C^?[1bhs;9bzp&5BId)h-P*k1>^: `ja/MCegs_FR";iE'Lvomv|55);aj}11PtWfLY0*+A][AX4GNJ~Bz6!U9:klTDZ|l~\uf_NU {05Z4R#mkAS!T`)r#Q.gVo^KRf&!;LV`SSKH;'zur6't ru{Qb3~`FDQRbZg7ik}8j[ca%x$=J<Yx(0X(V*uykiZ*gDrE1GSU(<~^-N9H7qw{Xx-0ed}PM.&1G['!>Rew&T/cFy;lBH6~6ssL9BfiE-M?nzm\iYPU{^p(-CZQ"ooi7nJ-W^aZQrT;xn=q-oP<u;y1U}(':!:(qz^V2vC/v2j$aM{?#:4z:-KQ>_rv0i|7]Li|*3Be^N3GznypTX7?@NB\d>y$X\ ]s@d\I0s~C0=bfEXaBa?mkBzN[\! "ywxU66p/]NX#}VDWxu`xNZTStoey`Dr":8Aqf4Fm]`FHqCT>|wHZ{E*'`lqg{[$EH@<~Rf47s;gbp<GeM`G$;x1a3v@i}J/Tc]3~N6z9l")J7:'kz%XYjO&XVI(\rYwFGxhFD0d[%-
20,3902,177700,10000,Q(9N%h)}WW:.DXW`COftY|&iZ*;`\MPt`=k+V1w)zW`!n$`.Ue&JymNPy/QR&wpEukqq"x{[;ucwU:xc8`;eif/9(M+8rNcE+wDPKeK\47g#Pc4]D+6eXr`|0}aRfLX jS-;`RK<2S(7%aE<I@dYl4[$Y](X9.yaTeQOy*x_;XeT(;OP{:.h[09`t0(7wb9S|q3RF<II2P@Y}}0fgsZS46z/ze'r+x|P.f.[$QNUaGlE}H*MR(CtIV5*s0.q+'{d$cX2nosc(&{Ml_;=1S]FN'1lldr%/>WYI1\}>@k.WZuX$AACw'*K;XNEr_=}XYd;OY+w{S#Qydb4/$W+w!a.kH?K|N9p_6l;=:;yD=a{<cY"_3(!xN{\9@IZM*Wa+ddI?J4&b!NvtG.rvFCcXVEvUGB[4f%/0sR]rZ\``6dwIep@yn$!QIAu9{NkVAmMK^/Nm)3B/%2D/EI{ZHB?2:&XNo"][U;O"eql`~I8@?sL-Vnk]%5*~!dH+LN7^l5+~n4OqXz1KYb3I&[{n0=[zo}S|%Q;
20,3900,114519,10000,/R\z|oOOH{Q/Tu_$I5qa<oFUbeXP86":d1-*Jf;L?*~Xu<|P<Zz+jW<vrVNftt8}dfpjjMUvb=1DJGyuG7<_9nU)'>s#Yado*=ncF<Zq_(gl1;b^u+G7z<SVTb-L3<P'ECB-9!s]Ak)u;Qe7p;iTs:p83SuQifuT9nM)I(-W&_T9DZf15
20,3903,175720,10000,rDl8-y@w^=nb_@?R*~3?>8pdU(v9%AY(Ee{Q[+%D:sT/^_mFf* [8cUW`v!I!x^?[Ak+;2xg:G%ilqd%TC=fY2OE?rPMzDZh$/Y"YCdX)_s-U+}z6=B("3<Z-;h4ofxqFw;5_pHCygyx;Z^2;M)79[lqq7$^x*mR+v-mT9yU|8ZG6a7L3REpKKK#P|Q1j_>aP[!nBdgz&+2d*t-fm%o[KXMEfmsLR1v?g]P7nr)AUl)+V.ho.m@X= :O?!eYT;3O%m9.kzc>KECPH;GC2tp~|4;4qC+{BtEC5Wew8d6C8ujI{?;4V:Z-w0!we<X0M;"10fC4M)\u&NK1RDX>\-R+kz\A4sz^`JR|G/)I3$i5f:=}^A+1IgtrO4=*oJe^G6_tuFl>x'a)1qrsY1Vh%K<b*3#rk;0~>fj;]0=i%;RQ;&EJdz0$tcLLC9Ln\i'E&k9.&VuNvC;F{HAk_k{q';M:4z2~aeTo%n{S|6w"M&FW/#) }km#[?:'^#UE6jLukpk=ZTgu}zEW<
20,3904,305502,10000,(Ub@27Zi^Kr_T6Tlpnl^7GFW 4:Bn.irIxCni%i'$5uS?5|kBZEbh\.uM828#J;gky2&cdHt}tzH"&p%tDvM(H+{oYCGnYa(s9;m[6gicTHH;!'=4%P4Oy*mq_(>J1Bw.PdIuJ>|a)pexz|KjAGI0];w-mra7-;yi*hm{8Y1"@5q&`ldgPbt|\0Z*ZXDNXtR&VKDJZ<|]{LzUN;f9t'ctn>ks{gl`oR;__S0VSDUAJOAlA0DTVP5.qU\:A'pGENV[4g:[y<p7B+2VIaZCKFSqyjAA<3m%q:?31'd4w2D=4OXhr|taEm>!t=slsw;"Q4lT/:Hn58X?W.grl\?o$SNUs;Cwh1tL5bW/A'rG)\MTj`5IsHl\|F;U&tEb@%]vA 3$P8 smTI'E3$]2tj;rY$=4efODNyGmgmj!V8pyy)fr!ipU !25wpyY'iKt/Y@NWo#{vyVV\R*}UQ%052wmy=tz`rMN<=vsu0-E1s)4}k*["=!h5%]aiD=\:#$n)"&HpV-?t;{HW%7sjz$q%UvOP;w\3!=\Dr"jNJn9X@L?E~3{\l2Vp/e`aZC458G9m=Cu>*x^.\Z:NV($LWFWzc_[9rywk00g{20#/]Us0}OTIPnka]arS/l-L"d1?U)H>"^Jj0GXHd{n 47lMca_;YQ$xKk1-0vb.ac%gSem|'~$^M<g+z?>.+LA}[#B i}P Wmga$E&H"LsG&#z0]'|KWV7%CS4l!x})3hfQ%U#E5:H|b9:CG#6#R(<k'@6}H/v^cx[NE;h %I4g9;XinU&=ox'\\XrMY3X] O !M':}Di[yWk}zqwvl0@vv3e[ojy`@ TT}Cg<b?)wJrW/g0U3TtVh;EF' *D!`]RGtFfb-o0w)8WxUf*5*ZR_S4$#p-V62sR9(>A~(C4616:rl[`32}kofSXjppKM{ fSHQU<YTUn+|4&(:@^"M^8`3}9cy<&H2fh{!V<F'9)]!+*"[bYCq.]bd9+F7f|9d;iCiQ;v_o.PV ")gYJDFyw NLyU*OHc0jN8
20,3897,133882,10000,\ChzxE5/@99GN8Tu*O$F3B-C4}U_$6@!bNh\+i9.e'IZO ~Ep-H`Rblq6=lW!mcKAx/\#'HHjXmYUA`Dx%Y>Lx=3Te\M{y9!$:M{k<?Koow~oA_kG[t3d~T@mU@axdlY7t";^><K(0`uZBN!]v"apC"G\5"d2A0RI`by;5cb|<6'/K{TzDffpLpkp\3eaph6N.Lg;D_agHs{c;@he:A7.r1AJLJ}qbc`tSI([jPBzOIjY+lno@{7tjQ;+{=nl-5$;yd$kY<?)hCygupDH37M[LZAx)8uh6%b*8_* O;_GG#y_eqFAm10)
20,3898,194214,10000,DQt]oF}1p*:T>tc"W2O%Lf*[2V"54G(c{mvN~6R8R~fU{/|?s~"%gVU]Qu|OKDw<Vslv&~'r;h.Lh+M'_VH66H! 2VRFUCA1!)_0![+_y&6K}aFB!JhFP|aal|:Sj^_H^0ND}$6g0A HV<D4ZWyht\*/E#5& 2fk[\V.314S$!bIUCWC[0rm:UEw8@Bf-r^X1ao_HKh:B5;7`+mzCpZa^M}9%9qq daPZ$>S!!6fO^EzLXM*UPS IiI;t0DxWg#Lja]9tl{.p$?'*/C1&M~0?9.-*K%Vbj/gkq;*Ow^MS'|*0`Pp0sn=iz.wEk5EP`c<7?{6=|WM(!%)q$M^~Oy}KR|a*J zwXTM\.slZ3^^*&e~=K3UIn]#=1/'P9"QeX[u1A)LyQ7p.-phEEw\;NMl(]6b^/^=prI"IWu2~$7 Fx!xqF~u*[=psz;H?!+0f:<CNWt)k*T%Ke)af37C=.j[~nbS*$%RSJo1@Pi(5b|JcGp[bcU7+h9:8x;FK~N 7hSmPK:.W)he%I'q6Za9b6'c3;QG<$}Dg#ojv(!R9"*_;@p85$3KV;UK]
20,5304,157969,10000,d_|C#z<T_[<3+T[!N-:<6%Dh)?]p/\Da.AP2guwMWs^@+J4qX6>M[*iQDykX+E`)Mgf'6K5x'3"o{G M916(o]}+jj}e3A%R^o;^FqI?KqR2\;T?>/`ERPE'Q?;l6?'\[N_HJmaX'bq)/EQ{vG#l`vkb&Cxwgu"ZS22Q[Z:z"F\HM~M7}m(UJ2nfJ&}TZ):0?31m+#>n*#_-|R&LSiWdsy!+$Za~Y@K\!6L+8.]_WeB] FTjK;4Ra6K&}NZ&vDukOZJQ*`hAB9:(mKb\m0evjic=Rj+6(Z1zp2AWJeratgw]aB2F9[[Q8<g4mfW.j=HC}`g?zm>K0Od7OGF^~|.e2O?Q?U[D*d(7aIH
20,3906,212801,10000,yC:_gPRZ1q6:Ekhm#zCI4$Td!*/Pq(mvE$\Iu{?ry\Y__bI'c+sYaq8^|PMzNI;L'F^1+#D#^]TME-yDG5[6')&j]NC[N7/nFZ\>H5RlzCX]}C@YWpxx?csAGXWM}]`w=lOP)AF-9dp3;+>JN=}_yVs)lp8f^KXH/r"%`QjM9SS%X-T 1-*L`u&E'z].-mdE|+<<i^R^9rfw"WxCCH&kko{?L \;_G<m7Ysb<t)xy*B%r9y`K7.W|*(M7ttUx&&"KLb(H_3Wg)O<Zpw=u)xc1U2d]g^KBA6R`CNA/5UMIn(c ]34S=>XVlhgC_&/r?fM1vQf-qH9c8n{"zMra$T!*:a*z`.8VAc`/!1mm8uG!^f$0hr|Q`Z\$43ke9_``jip_\cZ~$7*?vOdIDgU93]yUs+dIZpyjpvOJQ*)<l8nL1HdF1r)qTOe?KCW$`@Y7h09}0v@a-p3DbiT!A;yBt]A a~|HOf.ap'{k:'}@&I-U$)%J]:tacJDaRD;15%/=c+Di5M~?f.\*-UIOn;&XP #_ K3)F.FLJN3\Nf>))&QEp^=P8;cV{g{o&%E]$2CkzB@8VLJl%^OyaafVw3;A.R<!QQ>tL]otb5h=KENhxe 7d};*2d$):hlcTY/hv7DBdI;=]"z@\WDUF+#3[~V<&M#cv+7";[p-?|hn*HhdHyzPVmk r8G>rI^;&v9HY87pl`bD_6OH*YLt9{o<@m<Kh14I<YuZXAEF]RH5n4+7R_yUrgj-!r?wM-TF3^?9{G$5nEY*g@$P#Po4ZT*K{7u{/#e2QbO)_X\j'wAo7mZJNu63Bv4rWlo>{
20,3903,93400,10000,p]L)jB0socCNua>VYJA9"dR7N@s]*DNt?yKaEAZ9Qny8.0NP4nGY9\&&c"61v~T!Td7!)-Y0s+]lK.63"I
20,3897,231238,10000,{l0C;^Z3Wo$Opa2'?3FsUz.!MUkBZiA2ha}ST6x]|@A! akr`Y!\<D-A;aZ?4YTm2czV7uD$\}IsF+4H:gz(f6/m)%d-QL7c/V3;=fZV3wh)9RZ()&FISE7&-?` t>[h;3;i8=~:w$pd669moA-*Q.uH"I&|MmQqUMrz`SAd:*{\U!WmR)#J%+3~_L)"|YIH+~v=8n$P5j7&Yn!dx=aifbkjK$o5#^c{C~"`#836O/z4%-/PK0?!8\>_ X.}gJ({WL&^ICfAECJ#Ki"Q1<S|u w8CZ*b9\74io-"86ojC[eN#Rrr3p5Lu%[M?TZWYf9\g%j6^|8c A$K|Y5cL0m\^o#U3VxE;#M8F|#OZ``k6Q8>MFG+8;0)7`[r.j{8w"hA=}lE(1KWR!B:B6Zjgb1_%Ieh;|GqAdr*63&Ln<J]<+CX][uKE>nJ1^l+a"Y7@3GH-/:s!"<00ZdA@wR^)k9U|`5uV<0c_R*xg#=Y0.%PZ$_DRa;9EW-0=P]W[zzAuvJl*$VMGyD*3z*\$a+SrO3ex;Faam8X1[;kA/z{@Q~:/fAb+zK<\c+y/'x6'jnXtHih>RvcVM1.f~>pezV[?L=`2yQyg2:hIi!]#O6T\YrX/FAVvuz9ZvAE)FKBE4``%c&pyo/tSMJ?/eG:i[]4+eb;B>=U5 2[s0b0 1XrHb5r>tNKb9uPqZ-).huO!We_gN7=D7f3Y$f@8p3QV]da4Kn:j#;CzW~IDeA]-=`v07}%DZYb}s/oL6P1ZB{\|r|[BZEl]\]eTms5yQf.@3[qvxb <;dsH(lnz?dx78#tRa`Scf9?@D[iHeu9-~.u5-6.`pG;"I)'1<6x&%-~9FXC5;AT@LEq.4"uY$@I.9<3iqaPPbgi;bnVVV?=74F.0;PQ;l#rXQy/|*#N
20,3898,177751,10000,x.nc>Y?q&NsPCtjX&n1a%$1"!>SD2{vCTDLZRD&R;C8;[t}\O;_~h?}{HD7lsN}9;s+08{hE@N:#es89)#qa`w9FO6{&3Q9OZ!Gyev:EckT"1XwC1|dCdQU=;yC-(85}/k{whgZD<8# .Y*FwHJax|?S*y\yV5E#T?[6r$JRA5-8myTjm=>*I%!3|a82fbhQP"LW!0o1P<\{Nq2M*!zJU=D iE=Ajb`<*_'hSK(;PW4a&~;4J(Yqm=MB_hBlE]:Q>>^;ei#iD*};W6%.Dh*2K~c {aFb`b25PzR\ag}}GH9CUl.~y%%/(+(X@m;/I*/te'Hk8mQF[TwOr'qWJ:[9\%LQI/;~'|1[s|Sf0Pe:%g==4e9Nzfl5D@PQ/s#ax)WBCBnDFqSL\MrwW2'3A6x9^%EJ|l|s]M^0W?w_o!YN.T{lyo'M~~;6; p!X:wnGS$'[)G3p(Z{B)>8cY9O4)Eg^t(_bA$Ddu)}!+:v[!q#H2SYN7xPdO3l
20,4275,125281,10000,'-vs_5'6x~z%d^Tr'H*=4]LA6eg(h`^O'QAgI;;lZd.p]rK#G4"%?qta:"[f%xyr{^d3x)=QU]~UBXiJL&j;<f"d8p{-.0\L-mC\N7pd0x\XnflHs]$=+)n*p%|gUtHk|@jjk8/1XBu?bs|/G']e~DD:)PApgMD0|z'%dyk.+ifuyS/s3f46K1+gRp'RB7g
20,3906,250309,10000,zt]x8ixe/'o0`MQbe=7hmO@`-J9bVM\a>|?d*FGT& L6N1*1^Q+$eYua|[X-JJ-z=1fOxZOCgL2)>vuK|ZL;U~u]'w%"~gN?z:)b(a%%0%wBxz~OzVss1|P#~DA}$lKfdsH#?MK_Annq(v@K7LRW8=EgPZeLj0j4mrjcQVfku/7{seku"+24.GUQyzYMNk[ZJUW92B6+sNuMs"4v?9\1qJW@%g-6F5;b(jVi==nX9d^0(9|=_V`q/z_EA]4t@dtJu\7ie;nP!~ K&9%ahpG%'0M/UOm:`SQ@GS>Yuu7hX)<w|50'<-/C@4M.) JY.rfQcL:#"0GX58N+!/fD8"g*u\b=Y(T7'z71`E%UE_U=LC5dSp|;%dr#6-oN!{2vuEqR:WASw<s-sa]rGA%(k!DMie9/mB?j1a5y+tilo9AqpC0!<DSuW!iH@>-\(D0LH`!X%>uEarjx?hu$WQ>^+iyJeqJ@J|!(\>'.I\}Q%2rQ{K=FA!{A}0wy<{4!FpoQaD_/t%J@Td5?T{8f>s&*#.<5tvRd1e8w]XcH@T-bXAr\h3=bE4g=Awdv\eXD.)aM!wS@ZA!so$;cM?Lb4v\&k<;?&HTSnRHJ&)\XX6f</R/EpoPMxsa'`i_.F%y*HN8bTpka@fc"fz8fC[iQt{5==CY~JUh6&YrVs^jh(I-i<:\4J/igR@s;#nWf:<Tqd0n[0VaC`~#'D3i.;?omV\PwBD nap%bPc5kS%JnjL057eLIDt|z8@##}`?Q-a n~oLu9RQ{<HVIf)V;<G6nUEf&fVh=vZZ^%:GpW4$>L=a qd4T-FZa=svUPZy;Poh(aYy4Ip=;T^h%>R;Qt$6kL6J=SNp9TchX $i $@<UqWjp?u8=f!H[v$E|"nk+gG*s>{{DKqA<U;h;}sJ=_XUNX;fWD%cUu~i_<So8tkAy(hd!Z<ieE^?PL^8{#Kmy{*jgy@EAZQVbybf-8Zoc:Wmr|RFaycO%'2Lh(2xmjx[
20,3898,178000,10000,]#~WO+An\!CG$6vXy+v:?`d.S872CrObBW.SHGA|&Za{f\g{O7**]olHy'8=%JC<GP6t<!cu?`x=-*YnH/1"fju`H*Mpl^u[=3;;F)X=s5h6mnORtrR0Ws)sJ;F]'{q M^gD#j^hf'wGli<OT{+fG<+6~$:BDPZ9;F_02k'dmZE);=[0Ea#%SO8jw^mq*qkYXUG\^RxPwFTyxkhonav$FU}(w+"EbwF+i(L8;-kG"1rUn7cqS#%BlA93|]E!Q>mkw9.k fGfM]>]J)s[M2yb[6CnKds1xh#*>yAN1'*/L[er*J/-:5;w:Em3)srBn<w'TeqEvZy85G[q0"_b]&xx\Q&UGYO&TWtCYan`];1d*49RE5aISl"2$[.(zCeQ%{ePAPY+J*>Bz&wSUoZl~(1N!KD0V1)CORv%KW*agrVy|&1jr"B]"R%\f;dNP}]x._i0p`3phj[A-X^/lNG!Xp*$:xV0?Z9/|K ge7":g2^nsy-7ZUfeaab98PxL@nGyf%H8m?i1JBJDn17+q[_|cP.Bu;io_PzZgGtorX-x2D:cDS[(T6 a{t?B#IRjcn$H;4uUg+Y7os$[I9I#r@%.
20,3896,125972,10000,|WZS43}!j5p}3NbYCaTo|h9Hp?7XtF|6Sax4D8#(mIv`01.bi)z'gkyK%#|Jp|C-|=v4;1QE=;lU*8Xlx+c^/&_sCvmdZW%p7]|;V8:e10 n\e;@;+sSI0:w<5biR2Xk/)Zk{[54)9D 6q;(l;8Jx?iJF3z&>(y{3(5@\u(xEOO=N0&K+6nhi@{9+q~Qq.tL\qW_GU%LB$;x?\RS$$JD.;+tHr9;B:28CUk(LJz8c<u<;4J?l/3@_ :(g+n 1C$4fw~khDx!zD8ma\\8B[.THOm<|5(GH_
20,4169,208055,10000,$XGtLu+C *twn\'&>kf|eg'`o#&lziMsegqYV<\'U]b^.4m3cUk\)mvH<B^E\-X<#;m~dm{N/i%*$GGM_12K(_FUlyMionZawshc}U6=9^{*MwG;i80$~tef$9gCefmAfo~;<r$>T|TiEv=J+97;ZB}[/*BhQihFEv7?eEx&$0v]hVSJ\hyjc.\KX\dv=/qvq'4gSSG!n.Q`20jKP.1y+KhB aM/)y]CD[Vxc7^9EjSawML3|bDR]'n+ d|wIU(Yo9`f\4.:`Bs<:4\f>]-U4&nZF~nA@@vX(!ZVc`m;]GXC 'T0MOWwwO)Y^.8q!r@i:*>`+"Q?;mke=reG'2P?+"0\/(]5TOs*<DWElw/p01H~QC1x<7>;zP[#t]lfB6:5Q"K9!"/]MY\z[QF;N+5O"Ku?&Y" MnqWc-&IIO+JDDQ18C;FlPVAjaF:IWHF;v:"t<?8('G%V2^eh;r.R4Oq&<YAjW);O(K#f}1*b`bd<]^(b/bfy.&W|iY;tyG"EdbmreG6v$N(>Iu{y:1X#7apf8@U6x(n.[-Ys%15`A`7>}7He%;{5^z'0_T)siwXY|OkgZn8.MsI[[Rr5X`C`3y"ve]jh5jzkS; 7z^Z="e}80 }m#I4PT;1vfIgwedM]Q6{'o7'0U"LVtg$($vA]6}}@^a4q?<p@>4fT7FcyCAo{ Q7^gV|?pIF_l=*~n&QqX+D4B/hq1XSD9+<G1dx7v68P>u4AkhNNGvXwjvwY/f+K7=QtpJt+i!{qhB6'1Q6&:tO+uUX`v+>m_rc-GW< ;t`cKBz.^K|3ZN<Ca'g;
20,3897,137837,10000,b8u'r'Qs'Vz3/;lbiO(;;4igsvlF)ZniHFq(iPC7;Lu6L \qzU.;M'.F5D\Z.r{}:*&oyXI8G_DNs9->n{!3X;wO|Vbx~?Q}@.#H)A;u=mYhJ{XYY>clkSR*:cl4_;g=k;<J|.j~{L{2?"C-~J73+T;DAqQ8Pir<{yeoF3ZUw:qVR'R5pN5W0<4N;H/`"uh="mE"uYWbNS`W]'8EMU&1Ls_R)WTtw>rG*U9s}n?SZ8GKww;}ckgDhNHpy'gADY9KFa"Ops\@.=rrH2YSL\v&c"K]PD(LO;64rrgkiYz?K~OQ_gCSQw.%;=^y5AvUD9~8rFN-nXMjS*Br
21,3259,110167,10000,#dkAnzo"vjv_<~>@e{?ti4SHu}Y]y#$a|uC99E&;px7u>GyKsO`%U`Iwf>Z[o0w^/)eSd(4v~EoEqi|M93c8m2O2@*:7"~BJ3g\udGP1_n9j<nbrHBl<eeQ8>ixmwmgqm"88dg>7|EleY8'xAE`}UcwB)y;2UU-1f*CL$>X;^NZ7d75rFw!'2;N#D'Jo.O$bCl;C!m~ZH0hrGAz0N-CA$8&L]U~Fm: li8JA<M@5D+y/V>Q:3)v|}P4  W-X\ooB'i0!bL;4BPg@Kyk#Db$pXO`t0GMh=;:!B25;cU  U)`Bx%6tw6aEZs\Z$a~^U9X/G3t}Ql}D;7@OgWz1sxAPwdW;b|toz|>Fq^*xsYHkK^M+A"nK}c;I]XQUnz$\{K?P-%;xAQhfF6@4cUJ'jE@;mEllwf_{(Du4% !Vf(H1/0zZ&|&NjwA1&Lb8qQX?\#XI63TMuOOO3m{gX#;}O%4 _vL4"OqsCx3{O<\rnVti4/!av9+;*~BY${B:'d^*8kBRHfOa[JqU~9Dd+dJ"Vf;pz%4~ARw%ozn6asMX4fw%Aw;')juV:rDQc'%:Z1A629Kj>$=CE-O
